rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
13207,SD Gundam: Scad Hammers,Wii,2006,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13208,Spitfire Heroes: Tales of the Royal Air Force,DS,2008,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05
13209,Super Bust-A-Move,GBA,2001,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.05
13210,TNA iMPACT: Cross the Line,DS,2010,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
13211,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,D3Publisher,0.02,0.02,0.0,0.01,0.05
13212,ZooCube,GBA,2002,Puzzle,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05
13213,Stunt GP,PS2,2001,Racing,Titus,0.02,0.02,0.0,0.01,0.05
13214,Wicked Monster Blast!,Wii,2011,Shooter,PQube,0.04,0.0,0.0,0.0,0.05
13215,NBA 2K,DC,1999,Sports,Sega,0.0,0.0,0.05,0.0,0.05
13216,D.Gray-man: Kami no Shitotachi,DS,2007,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13217,Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
13218,Strikers 1945,SAT,1996,Shooter,Atlus,0.0,0.0,0.05,0.0,0.05
13219,World Series of Poker,GC,2005,Misc,Activision Value,0.04,0.01,0.0,0.0,0.05
13220,Jikkyou Oshaberi Parodius,SNES,1995,Shooter,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13221,Super Jinsei Game 2,SNES,1995,Misc,Takara,0.0,0.0,0.05,0.0,0.05
13222,Winter Sports 3: The Great Tournament,Wii,2010,Sports,Tradewest,0.02,0.02,0.0,0.0,0.05
13223,J-League Winning Eleven 2010: Club Championship,PS2,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13224,Johnny Bazookatone,PS,1995,Platform,U.S. Gold,0.03,0.02,0.0,0.0,0.05
13225,Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,0.04,0.0,0.0,0.0,0.05
13226,Neverland Card Battles,PSP,2008,Role-Playing,Idea Factory,0.04,0.0,0.0,0.01,0.05
13227,Need for Speed Underground,PC,2003,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05
13228,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015,Action,Alchemist,0.0,0.0,0.05,0.0,0.05
13229,Reign of Fire,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.05
13230,Worms Reloaded,PC,2010,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05
13231,StarCraft,PC,1998,Strategy,Activision,0.0,0.04,0.0,0.01,0.05
13232,Koihime Musou,PS2,2008,Adventure,Yeti,0.0,0.0,0.05,0.0,0.05
13233,Nicktoons: Attack of the Toybots,DS,2007,Platform,THQ,0.04,0.0,0.0,0.0,0.05
13234,NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.03,0.01,0.0,0.01,0.05
13235,Blazing Souls: Accelate,PSP,2009,Role-Playing,Idea Factory,0.04,0.0,0.01,0.0,0.05
13236,Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0.0,0.01,0.05
13237,Kekkon Zenya,SAT,1995,Adventure,Shogakukan,0.0,0.0,0.05,0.0,0.05
13238,Finny the Fish & the Seven Waters,PS2,2004,Sports,Sony Computer Entertainment,0.02,0.02,0.0,0.01,0.05
13239,Barnyard,GBA,2006,Action,THQ,0.03,0.01,0.0,0.0,0.05
13240,Next Generation of Chaos,PS2,2002,Role-Playing,Idea Factory,0.0,0.0,0.05,0.0,0.05
13241,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008,Misc,Takara Tomy,0.0,0.0,0.05,0.0,0.05
13242,GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05
13243,J-League '96 Dream Stadium,SNES,1996,Sports,Hudson Soft,0.0,0.0,0.05,0.0,0.05
13244,Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05
13245,Golden Axe: The Duel,SAT,1994,Fighting,Sega,0.0,0.0,0.05,0.0,0.05
13246,Crime Life: Gang Wars,XB,2005,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
13247,Tokimeki Memorial: Girls Side 1st Love,DS,2007,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13248,Putty Squad,PSV,2013,Platform,System 3,0.02,0.02,0.0,0.01,0.05
13249,Rugby 2005,XB,2005,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
13250,Rock 'N Roll Racing,GBA,2003,Racing,Activision,0.03,0.01,0.0,0.0,0.05
13251,Taito Legends,XB,2005,Misc,Empire Interactive,0.04,0.01,0.0,0.0,0.05
13252,Far Cry,PC,2004,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05
13253,Silhouette Mirage,PS,1998,Platform,ESP,0.03,0.02,0.0,0.0,0.05
13254,Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05
13255,Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13256,Growlanser VI: Precarious World,PS2,2007,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
13257,Block Kuzushi,SNES,1995,Puzzle,Pow,0.0,0.0,0.05,0.0,0.05
13258,Boing! Docomodake DS,DS,2007,Puzzle,Ignition Entertainment,0.04,0.0,0.0,0.0,0.05
13259,American Bass Challenge,GBA,2001,Sports,Starfish,0.03,0.01,0.0,0.0,0.05
13260,American Chopper 2: Full Throttle,GC,2005,Racing,Activision,0.04,0.01,0.0,0.0,0.05
13261,Secret Service,X360,2008,Action,Activision Value,0.04,0.0,0.0,0.0,0.05
13262,Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13263,Ultimate Ghosts 'n Goblins (JP sales),PSP,2006,Platform,Capcom,0.0,0.0,0.05,0.0,0.05
13264,Rugby 06,PS2,2006,Sports,Electronic Arts,0.02,0.02,0.0,0.01,0.05
13265,Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05
13266,Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,0.04,0.0,0.0,0.0,0.05
13267,2002 FIFA World Cup,GC,2002,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05
13268,Colin McRae Rally 2005,XB,2004,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05
13269,Kamen Rider: Battride War Genesis,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13270,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13271,Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
13272,Zoop,PS,1995,Puzzle,MediaQuest,0.03,0.02,0.0,0.0,0.05
13273,Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13274,Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
13275,Detective Conan: Marionette Symphony,3DS,2013,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13276,FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05
13277,Amnesia Crowd,PSP,2013,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05
13278,American Chopper 2: Full Throttle,XB,2005,Racing,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
13279,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008,Misc,Hackberry,0.0,0.0,0.05,0.0,0.05
13280,Monster Hunter Frontier Online,PS3,,Role-Playing,,0.0,0.0,0.05,0.0,0.05
13281,Ribbit King,GC,2003,Sports,Atari,0.04,0.01,0.0,0.0,0.05
13282,VR Soccer '96,PS,1996,Sports,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05
13283,Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.05
13284,Diabolik Lovers,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
13285,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008,Action,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
13286,Summoner: A Goddess Reborn,GC,2003,Role-Playing,THQ,0.04,0.01,0.0,0.0,0.05
13287,Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05
13288,Rock of the Dead,PS3,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05
13289,The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05
13290,Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0.0,0.0,0.05
13291,Cesar Millan's Dog Whisperer,DS,2008,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.05
13292,E.X. Troopers,PS3,2012,Shooter,Capcom,0.0,0.0,0.05,0.0,0.05
13293,Kiniro no Corda 2 Encore,PS2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13294,Jewel Quest Mysteries,DS,2009,Puzzle,Astragon,0.03,0.01,0.0,0.0,0.05
13295,Moon,DS,2009,Adventure,Mastiff,0.04,0.0,0.0,0.0,0.05
13296,M&M's Adventure,DS,2008,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05
13297,ESPN Great Outdoor Games Bass 2002,GBA,2001,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.05
13298,Soul Eater: Plot of Medusa,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13299,Payday 2,PC,2013,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05
13300,Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0.0,0.04,0.0,0.0,0.05
13301,Handball 16,PS3,2015,Sports,Bigben Interactive,0.0,0.04,0.0,0.01,0.05
13302,Gummy Bears Mini Golf,DS,2010,Sports,Storm City Games,0.04,0.0,0.0,0.0,0.05
13303,Company of Heroes,PC,2006,Strategy,THQ,0.0,0.04,0.0,0.01,0.05
13304,Rock Band Country Track Pack 2,X360,2011,Misc,MTV Games,0.04,0.0,0.0,0.0,0.05
13305,Color Cross,DS,2008,Misc,Rising Star Games,0.04,0.0,0.0,0.0,0.05
13306,Gaist Crusher,3DS,2013,Action,Capcom,0.0,0.0,0.05,0.0,0.05
13307,Punch King,GBA,2002,Fighting,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05
13308,Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05
13309,World Championship Pool 2004,PS2,2004,Sports,Jaleco,0.02,0.02,0.0,0.01,0.05
13310,V-Rally 3,GBA,2002,Racing,Atari,0.03,0.01,0.0,0.0,0.05
13311,The Dark Spire,DS,2008,Role-Playing,Success,0.04,0.0,0.0,0.0,0.05
13312,Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05
13313,Beyond Oasis,GEN,1993,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05
13314,Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05
13315,Robotech: Invasion,XB,2004,Shooter,Global Star,0.04,0.01,0.0,0.0,0.05
13316,Wii de Asobu Chibi-Robo!,Wii,2009,Adventure,Nintendo,0.0,0.0,0.05,0.0,0.05
13317,Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05
13318,To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
13319,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13320,Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13321,Frogger: Ancient Shadow,GC,2005,Platform,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05
13322,Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai Games,0.04,0.0,0.0,0.0,0.05
13323,Jonah Lomu Rugby Challenge,PC,2011,Sports,Home Entertainment Suppliers,0.0,0.04,0.0,0.01,0.05
13324,Pet Vet: Down Under,DS,2009,Simulation,Deep Silver,0.04,0.0,0.0,0.0,0.05
13325,World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006,Misc,Activision,0.04,0.0,0.0,0.0,0.05
13326,National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,0.01,0.03,0.0,0.01,0.05
13327,Raze's Hell,XB,2005,Shooter,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05
13328,Rain (2013),PS3,2013,Adventure,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
13329,Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,Metro 3D,0.04,0.0,0.0,0.0,0.05
13330,Pool Party,Wii,2007,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05
13331,Microsoft Train Simulator,PC,2001,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05
13332,Shin Megami Tensei NINE,XB,2002,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
13333,Magic Carpet,PS,1995,Shooter,Electronic Arts,0.03,0.02,0.0,0.0,0.05
13334,Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Max Five,0.03,0.02,0.0,0.0,0.05
13335,GunPey DS,DS,2006,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05
13336,Cabela's African Safari,PSP,2006,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05
13337,Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05
13338,Utawarerumono: Itsuwari no Kamen,PS3,2015,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
13339,Clever Kids: Creepy Crawlies,DS,2009,Action,Midas Interactive Entertainment,0.0,0.04,0.0,0.0,0.05
13340,Supreme Commander,PC,2007,Strategy,THQ,0.0,0.04,0.0,0.01,0.05
13341,NightCaster II: Equinox,XB,2002,Action,Jaleco,0.03,0.01,0.0,0.0,0.05
13342,F1 2015,PC,2015,Racing,Codemasters,0.0,0.04,0.0,0.0,0.05
13343,SD Gundam G Generation World,Wii,2011,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13344,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,2008,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05
13345,Galaxy Racers,DS,2010,Racing,Ubisoft,0.04,0.0,0.0,0.0,0.05
13346,Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.05
13347,Bubble Bobble Revolution,DS,2005,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05
13348,Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,0.04,0.0,0.0,0.01,0.05
13349,Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05
13350,Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05
13351,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13352,Crusader: No Remorse,PS,1996,Adventure,Electronic Arts,0.03,0.02,0.0,0.0,0.05
13353,Black & Bruised,GC,2003,Fighting,Vivendi Games,0.04,0.01,0.0,0.0,0.05
13354,MiniCopter: Adventure Flight,Wii,2007,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05
13355,Shaun the Sheep,DS,2008,Adventure,D3Publisher,0.04,0.0,0.0,0.0,0.05
13356,Fast & Furious: Showdown,X360,2013,Action,Activision,0.0,0.04,0.0,0.0,0.05
13357,World Championship Poker: Featuring Howard Lederer - All In,X360,2006,Misc,Oxygen Interactive,0.04,0.0,0.0,0.0,0.05
13358,Test Drive: Ferrari Legends,X360,2012,Racing,Atari,0.04,0.0,0.0,0.0,0.05
13359,Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.05
13360,FIFA Manager 12,PC,2011,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05
13361,Full Spectrum Warrior: Ten Hammers,XB,2006,Strategy,THQ,0.03,0.01,0.0,0.0,0.05
13362,River City Soccer Hooligans,DS,2010,Sports,Arc System Works,0.04,0.0,0.01,0.0,0.05
13363,Shin Hayarigami,PSV,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05
13364,TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0.0,0.0,0.05
13365,Turok: Dinosaur Hunter,N64,1997,Shooter,Acclaim Entertainment,0.0,0.0,0.05,0.0,0.05
13366,Puyo Puyo Tetris,PSV,2014,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05
13367,Taiko no Tatsujin Portable 2,PSP,2006,Misc,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13368,Gitaroo Man,PS2,2001,Misc,THQ,0.02,0.02,0.0,0.01,0.05
13369,Super Bubble Pop,GC,2003,Puzzle,Jaleco,0.04,0.01,0.0,0.0,0.05
13370,Mafia,PC,2002,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.05
13371,Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,0.04,0.0,0.0,0.0,0.05
13372,Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.02,0.0,0.01,0.05
13373,Arctic Tale,Wii,2007,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05
13374,Balloon Pop,Wii,2007,Puzzle,505 Games,0.04,0.0,0.0,0.0,0.05
13375,XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.03,0.0,0.01,0.01,0.05
13376,Black Mirror 2,PC,2009,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
13377,Time Travelers,PSV,2012,Adventure,Level 5,0.0,0.0,0.05,0.0,0.05
13378,Amnesia Later,PSP,2012,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05
13379,B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05
13380,Cocoto Kart Racer,DS,2004,Racing,Big Ben Interactive,0.04,0.0,0.0,0.0,0.05
13381,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,ChunSoft,0.0,0.0,0.05,0.0,0.05
13382,Intellivision Lives!,XB,2004,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05
13383,Crazy Chicken: Atlantis Quest,DS,2007,Platform,Phenomedia,0.04,0.0,0.0,0.0,0.05
13384,Test Drive Le Mans,PS,1999,Racing,Infogrames,0.03,0.02,0.0,0.0,0.05
13385,Counter Force,Wii,2007,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05
13386,Monster Jam: Maximum Destruction,GC,2002,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05
13387,Professor Heinz Wolff's Gravity,DS,2008,Puzzle,Deep Silver,0.04,0.0,0.0,0.0,0.05
13388,Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05
13389,Big Air Freestyle,GC,2002,Racing,Atari,0.04,0.01,0.0,0.0,0.05
13390,Rimo-Cocoron,PS2,2001,Action,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
13391,Rugby World Cup 2015,X360,2015,Sports,Ubisoft,0.0,0.04,0.0,0.0,0.05
13392,Mike Tyson Heavyweight Boxing,XB,2002,Sports,Codemasters,0.03,0.01,0.0,0.0,0.05
13393,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014,Action,FuRyu,0.0,0.0,0.05,0.0,0.05
13394,The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05
13395,Lux-Pain,DS,2008,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.05
13396,Ford Bold Moves Street Racing,PSP,2006,Racing,Xplosiv,0.04,0.0,0.0,0.0,0.05
13397,Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05
13398,Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,Idea Factory,0.0,0.0,0.05,0.0,0.05
13399,Mahjong 3D: Warriors of the Emperor,3DS,2011,Misc,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
13400,Hiiro no Kakera DS,DS,2008,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
13401,March of the Penguins,DS,2006,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05
13402,Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05
13403,Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,Comfort,0.0,0.0,0.05,0.0,0.05
13404,Tokyo Ghoul: Jail,PSV,2015,Racing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
13405,City Life: World Edition,PC,2007,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.01,0.05
13406,The Misadventures of Tron Bonne,PS,1999,Adventure,Eidos Interactive,0.03,0.02,0.0,0.0,0.05
13407,Centipede: Infestation,3DS,2011,Shooter,Atari,0.04,0.0,0.0,0.0,0.05
13408,Wolfenstein,PC,2009,Shooter,Activision,0.01,0.03,0.0,0.01,0.05
13409,Hero Bank 2,3DS,2014,Role-Playing,Sega,0.0,0.0,0.05,0.0,0.05
13410,Atelier Ayesha: The Alchemist of Dusk,PSV,2014,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13411,Brave Story: New Traveller (jp sales),PSP,2006,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
13412,Black Jack vs. Matsudajun,PS,2000,Misc,Pony Canyon,0.03,0.02,0.0,0.0,0.05
13413,Arslan: The Warriors of Legend,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13414,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,0.04,0.0,0.0,0.0,0.05
13415,Wrath Unleashed,XB,2004,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.05
13416,Yoru no Nai Kuni,PS3,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13417,Garou Densetsu 3: Road to the Final Victory,SAT,1996,Fighting,SNK,0.0,0.0,0.05,0.0,0.05
13418,Bleach: Soul Carnival,PSP,2008,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05
13419,Double Dragon Advance,GBA,2003,Action,Atlus,0.03,0.01,0.0,0.0,0.05
13420,Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.04,0.0,0.0,0.0,0.05
13421,Family Fortunes,DS,2009,Misc,Mindscape,0.0,0.04,0.0,0.0,0.05
13422,The Bible Game,XB,2005,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05
13423,Inspector Gadget: Gadget's Crazy Maze,PS,2001,Puzzle,Ubisoft,0.03,0.02,0.0,0.0,0.05
13424,World Fantasista,PS2,2002,Sports,SquareSoft,0.0,0.0,0.05,0.0,0.05
13425,Yager,XB,2003,Shooter,THQ,0.03,0.01,0.0,0.0,0.05
13426,Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.05
13427,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006,Misc,Nintendo,0.0,0.0,0.05,0.0,0.05
13428,Toukiden Kiwami,PSP,2014,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
13429,Grey's Anatomy: The Video Game,DS,2009,Adventure,Ubisoft,0.03,0.01,0.0,0.0,0.05
13430,Tropico 3,PC,2009,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.05
13431,Looney Tunes: Cartoon Conductor,DS,2008,Misc,Eidos Interactive,0.04,0.0,0.0,0.0,0.05
13432,Avatar: The Game,PC,2009,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05
13433,Futurama,XB,2003,Platform,SCi,0.03,0.01,0.0,0.0,0.05
13434,Pool Hall Pro,Wii,2009,Sports,Playlogic Game Factory,0.04,0.0,0.0,0.0,0.05
13435,Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011,Misc,Capcom,0.0,0.0,0.05,0.0,0.05
13436,Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,1999,Racing,Takara,0.0,0.0,0.05,0.0,0.05
13437,Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05
13438,Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05
13439,Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.05
13440,Activision Anthology,GBA,2003,Misc,Activision,0.03,0.01,0.0,0.0,0.05
13441,Gray Matter,X360,2011,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
13442,Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.05
13443,LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.05
13444,Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.01,0.05
13445,Wayne Gretzky's 3D Hockey '98,PS,1997,Sports,GT Interactive,0.03,0.02,0.0,0.0,0.05
13446,Nanda's Island,DS,2009,Puzzle,Phenomedia,0.04,0.0,0.0,0.0,0.05
13447,Hakuouki SSL: Sweet School Life,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
13448,Trigger Man,XB,2004,Shooter,Crave Entertainment,0.03,0.01,0.0,0.0,0.05
13449,Kimi ni Todoke: Tsutaeru Kimochi,DS,2011,Adventure,Banpresto,0.0,0.0,0.05,0.0,0.05
13450,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05
13451,Bad Boys: Miami Takedown,GC,2004,Shooter,Empire Interactive,0.03,0.01,0.0,0.0,0.05
13452,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision,0.0,0.04,0.0,0.0,0.05
13453,Short Track Racing: Trading Paint,PS2,2009,Racing,THQ,0.02,0.02,0.0,0.01,0.05
13454,Game no Kanzume Vol 1,SCD,1994,Misc,Sega,0.0,0.0,0.04,0.0,0.05
13455,Rat Attack!,PS,1999,Puzzle,Mindscape,0.03,0.02,0.0,0.0,0.04
13456,Jewel Master: Cradle Of Rome 2,PC,2011,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.04
